,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1264,0.4090832196750708,-1.3715138465753232,0.13062732473142216,-1.0235322790625059,-0.4472890120388131,-1.1940919006101944,-1.5379678603461622,-0.07602258663026085,1.7995515332259318,-0.8748840890906167,-0.49915226826904224,5
118,0.4090832196750708,0.31508530642075416,1.370093881365492,1.3620872298741655,0.4681279234949205,1.922246786287259,1.3327511072098999,1.3951031027329224,-1.1805690831633249,-0.17390345015949146,-1.0679709751395772,5
613,0.7645889611604473,-0.677031842400468,2.8574537493263756,0.8889065008288752,-0.035351391048633024,0.15828149181700238,-0.12613885990875462,1.2613644036999192,-1.2467939857497512,-1.137751828689789,-1.4742700514756728,5
3948,-1.3684454877518126,-1.3715138465753232,-0.2825281941466009,-0.19546600323324803,-0.035351391048633024,-0.5473046259711003,-0.7849923934462115,0.22154601871818602,0.8724028970159404,-0.3491486098922725,-0.9867111598723568,5
911,-0.7759359186095182,0.5135087361849988,-1.191470335678252,-0.15603427581280732,-0.17266393137869285,-0.7824999985671345,0.10916597349747997,0.07443344978186771,-0.2534204469533334,1.2280578277027598,-0.49915226826904224,5
341,1.3570985303027416,-0.37939669775410134,0.21325842850702686,-0.9643846879318446,0.0561903025047404,-1.0764942143121772,-0.22026079327124845,0.25832416095228417,0.07770406597880786,0.4394546089052439,-0.4178924530018234,6
1087,0.17207939201815275,-0.37939669775410134,-0.1172659865953915,-1.0038164153522855,-0.4015181652621264,0.21708033496601095,-0.3614436933149892,-0.6778467322788493,-0.12097064178047748,-0.6120163494914448,0.5572253302048057,8
2385,0.8830908749889057,-0.77624355728259,2.8574537493263756,1.2832237750332838,-0.17266393137869285,1.2166606684991563,0.5091841902880788,1.4653159197252712,-0.915669472817613,-0.6996389293578356,-1.4742700514756728,5
1274,1.8311061856165778,0.7119321659492428,1.8658805040191202,1.4606665484252677,0.1019611492814271,1.1578618253501478,1.2150986905067827,1.7628845250737182,-0.783219667644757,0.789944928370806,-0.905451344605138,6
1223,1.3570985303027416,0.017450161774387827,0.7090450511606546,0.13970367984049903,-0.035351391048633024,0.33467802126402807,0.7209585403536899,0.62610558329308,-0.12097064178047748,-0.524393769625054,0.06966643860149112,5
814,1.2385966164742832,0.7119321659492428,-0.7783148168002287,1.8155520952092348,1.2004614719219069,0.5110745507110537,2.1327875407910972,1.2780817410790446,-1.048119277990469,0.8775675082371968,-0.01159337666572773,6
3573,1.1200947026458237,0.31508530642075416,0.5437828436094457,-0.944668824221624,-0.859226633028993,-0.9000976848651515,-1.2085410935774337,-0.9787588051031435,-0.2534204469533334,-0.08628087029310069,1.1260440370753404,6
1590,1.2385966164742832,-1.3715138465753232,3.3532403719800032,-1.0235322790625059,-0.8134557862523063,-0.312109253375066,0.626836606991196,-1.0121934798613943,-0.7169947650583276,2.8928868451641825,1.4510832981442172,6
638,-1.4869474015802722,0.7119321659492428,-1.6046258545562748,-0.2743294580741298,0.010419455728053686,0.746269923307088,1.4033425572317701,-0.10945726138851163,0.7399530918430844,1.929038466633885,-0.17411300720016543,5
284,0.29058130584661124,0.7119321659492428,-0.7783148168002287,1.776120367788794,0.4223570767182338,0.6286722370090708,1.4033425572317701,1.5957111512824642,-0.4520951547126158,0.0013417095732900781,-1.3930102362084524,5
2748,-1.2499435739233542,-1.0738787019289566,0.04799622095581792,-0.9052370968011834,-0.035351391048633024,3.5686143944594986,0.7444890236943134,-1.2295188657900615,1.269752312534508,3.5938674840953087,1.0447842218081216,8
4618,-0.8944378324379777,1.6048375998883428,-0.44779040169780987,-0.42219843590078293,-0.6303723991455596,0.45227570756204516,-0.14966934324937808,-0.8115854313118525,0.47505348149737264,-0.17390345015949146,0.638485145472026,7
2173,0.8830908749889057,0.4142970213028765,2.0311427115703284,2.0422845278767703,0.19350284283480054,0.45227570756204516,0.5797756403099491,1.96349257362326,-0.2534204469533334,0.4394546089052439,-1.0679709751395772,5
3043,0.4090832196750708,-0.677031842400468,5.5016490701457235,-1.0432481427727263,4.953670907610214,0.6286722370090708,-0.5732180433806003,-0.3100653099380535,-1.5779184986818895,-0.524393769625054,-1.0679709751395772,6
2354,-0.4204301771241417,-0.677031842400468,-0.44779040169780987,-0.9841005516420651,0.010419455728053686,-0.5473046259711003,-1.7026812437305263,-0.6811901997546596,1.6008768254666494,-0.08628087029310069,0.4759655149375868,6
2528,-0.5389320909526002,-1.173090416811079,0.2958895322826316,-0.9643846879318446,-0.4015181652621264,-0.48850578282209167,-0.6908704600837177,-0.1930439482841386,1.269752312534508,0.08896428943968085,-0.5804120835362612,6
2289,0.5275851335035292,1.2079907403598542,-0.44779040169780987,0.021408497579176556,-0.4015181652621264,-0.5473046259711003,-0.9732362601711991,-0.8517070410217608,-0.18719554436690397,0.789944928370806,1.6948627439458739,7
3073,-0.18342634946722372,-0.37939669775410134,0.62641394738505,-0.6883625959887587,-0.309976471708753,0.746269923307088,-0.3849741766556127,-1.1726799187010277,0.40882857891094615,-0.524393769625054,1.2073038523425594,5
1756,-0.18342634946722372,-0.08176155310773447,-0.6956837130246241,0.3171464532324829,0.33081538316486037,1.0990629822011393,1.497464490594264,0.6929749328095816,0.21015387115166376,-0.524393769625054,-0.9867111598723568,5
3637,2.186611927101953,0.21587359153863186,0.04799622095581792,-0.31376118549457066,-1.2711642540191732,-0.723701155418126,-0.26732175995249535,0.23826335609731142,-0.4520951547126158,0.0013417095732900781,0.5572253302048057,7
1352,-1.3684454877518126,-0.677031842400468,-0.7783148168002287,-0.8066577782500812,0.0561903025047404,1.4518560410951906,1.191568207166159,0.32519351046878575,3.0578246823680617,2.0166610465002757,-0.33663263773460456,6
4067,0.05357747818969428,1.0095673105956098,-0.44779040169780987,0.3762940443631443,0.7427530041550404,-0.7824999985671345,0.6503670903318195,0.34525431532372136,-0.18719554436690397,2.0166610465002757,0.06966643860149112,5
616,1.1200947026458237,0.4142970213028765,-0.03463488281978679,-0.7869419145398608,-0.4015181652621264,-1.0176953711631687,-0.8791143268087053,-0.9453241303448927,0.14392896856523435,1.4033029874355414,0.9635244065409013,7
1130,0.05357747818969428,-0.77624355728259,-0.44779040169780987,-1.0235322790625059,0.1019611492814271,0.04068380551898528,0.4856537069474553,-0.14289193614676243,0.011479163392378429,-0.524393769625054,-1.149230790406796,6
577,0.29058130584661124,-0.5778201275183457,-0.03463488281978679,-0.7080784596989791,-0.5846015523688729,0.746269923307088,0.34447080690371457,-1.37997490220219,-0.2534204469533334,-0.9625066689570074,1.7761225592130927,7
4022,0.4090832196750708,1.2079907403598542,-0.7783148168002287,0.415725771783585,0.4223570767182338,0.5698733938600623,0.29740984022246764,0.7464704124228051,0.07770406597880786,0.26420944917246236,-1.0679709751395772,5
3264,-1.1314416600948947,-0.37939669775410134,-1.7698880621074844,-0.9841005516420651,-0.4930598588154995,1.4518560410951906,2.55633624092232,-0.14957887109842,1.0048527021887963,-0.43677118975866325,-0.7429317140707002,6
4571,-1.3684454877518126,-0.5778201275183457,-0.44779040169780987,-1.0038164153522855,-0.859226633028993,-0.5473046259711003,-0.8791143268087053,-1.520400536186851,1.0710776047752257,-0.9625066689570074,1.613602928678655,7
3011,-0.30192826329568323,-0.5778201275183457,0.21325842850702686,-0.17575013952302768,-0.7676849394756197,-0.312109253375066,-0.7849923934462115,-0.6577859274238765,0.07770406597880786,-0.17390345015949146,1.0447842218081216,6
3032,-0.18342634946722372,-1.3715138465753232,1.0395694662630734,-0.944668824221624,-0.4472890120388131,-1.1940919006101944,-1.0908886768743165,-0.4638648138260294,1.2035274099480817,0.0013417095732900781,0.31344588440314913,5
10,1.4756004441312003,-0.08176155310773447,0.62641394738505,-0.9742426197869548,-0.5846015523688729,-1.4292872732062285,-1.7732726937523968,-1.0790628293778959,-1.3130188883361777,0.6146997686380254,1.2073038523425594,5
